brand_url,types,name,rating,price,location,ships,description,planet,people,animals,explanation,updated,updated_month,updated_year
https://directory.goodonyou.eco/brand/nu-in,"activewear, tops, denim, dresses, knitwear, sleepwear, plus-size",nu-in,Good,$$,Sweden,Worldwide,"nu-in is a brand that features activewear, loungewear and underwear collections, as well as trend-led men's and women's ranges.",5,3,5,"nu-in's environment rating is 'great'. It uses a high proportion of eco-friendly materials. It reuses most of its offcuts to minimise textile waste. It uses renewable energy in its supply chain to reduce its climate impact. Its use of eco-friendly materials limits the amount of chemicals, water and wastewater used in production.  Its labour rating is 'it's a start'. There is no evidence it has a Code of Conduct but it has a formal statement covering workers rights. It sources its final stage of production from countries with extreme risk of labour abuse. It ensures payment of a living wage in some of its supply chain. It audits some of its suppliers.  Its animal rating is 'great'. It is listed by PETA as vegan. nu-in is rated 'Good' overall",November 2020,November,2020
https://directory.goodonyou.eco/brand/purusha-people,activewear,Purusha People,Good,$$,United States,Worldwide,Purusha People is an activewear brand that seeks to create plastic-free yoga pieces that perform just as well as synthetics and look super cute!,5,4,null,"Purusha People's environment rating is 'great'. It uses a high proportion of eco-friendly materials including Tencel. It uses low impact non-toxic dyes in all of its products. It manufactures locally to reduce its carbon footprint. Its use of eco-friendly materials limits the amount of chemicals, water and wastewater used in production.  Its labour rating is 'good'. Its final stage of production is undertaken in the USA, a medium risk country for labour abuse. It traces most of its supply chain. It ensures payment of a living wage in some of its supply chain but does not specify what percentage.  This brand makes products that are generally free of animal materials so it is not applicable to rate its impact on animals. We calculate the overall rating from environment and labour scores only.  Purusha People is rated 'Good' overall.",April 2021,April,2021
https://directory.goodonyou.eco/brand/sage-larock,"activewear, tops, swimwear",Sage Larock,Good,$$,United States,Worldwide,Sage Larock is an LA based luxury swimwear brand.,5,3,4,"Sage Larock's environment rating is 'great'. It uses a high proportion of eco-friendly materials including recycled materials. It manufactures locally to reduce its carbon footprint. It uses low impact non-toxic dyes in some of its products. Its use of eco-friendly materials limits the amount of chemicals, water and wastewater used in production.  Its labour rating is 'it's a start'. Its final stage of production is undertaken in the USA, a medium risk country for labour abuse. There is no evidence it has a Code of Conduct but it has a formal statement covering workers rights. There is no evidence it ensures payment of a living wage in its supply chain. It traces some of its supply chain. Its animal rating is 'good'. It does not use fur, leather, wool, down, exotic animal skin, exotic animal hair or angora. It uses silk.  Sage Larock is rated 'Good' based on information from our own research.",June 2020,June,2020
https://directory.goodonyou.eco/brand/ambiletics,"activewear, tops, knitwear",Ambiletics,Good,$$,Germany,Worldwide,Ambiletics is a sustainable sports and yoga label from Munich.,4,3,5,"Ambiletics's environment rating is 'good'. It uses a high proportion of eco-friendly materials including recycled materials. It manufactures locally to reduce its carbon footprint. There is no evidence it minimises textile waste when manufacturing its products. It use of eco-friendly materials limits the amount of chemicals, water and wastewater used in production.  Its labour rating is 'it's a start'. Its final stage of production is undertaken in Portugal, a medium risk country for labour abuse. There is no evidence it has a Code of Conduct. It traces some of its supply chain. There is no evidence it ensures payment of a living wage in its supply chain. It audits some of its supply chain including all of the final stage of production. Its animal rating is 'great'. It is listed by PETA as vegan.  Ambiletics is rated 'Good' overall.",March 2021,March,2021
https://directory.goodonyou.eco/brand/silou,"activewear, tops, swimwear",Silou,Good,$$,United Kingdom,Worldwide,Silou is an activewear brand created for fitness and designed for life.,5,3,null,"Silou's environment rating is 'great'. It uses a high proportion of eco-friendly materials including recycled materials. It has a limited production run to minimise textile waste. Its use of eco-friendly materials limits the amount of chemicals, water and wastewater used in production.  Its labour rating is 'it's a start'. Its final stage of production is undertaken in Europe, a low/medium risk region for labour abuse. There is no evidence it has a Code of Conduct but it has a formal statement covering workers rights. There is no evidence it ensures payment of a living wage. It traces some of its supply chain including all of the final stage of production. It visits its suppliers but does not state how often.  This brand makes products that are generally free of animal materials so it is not applicable to rate its impact on animals. We calculate the overall rating from environment and labour scores only.  Silou is rated 'Good' overall.",December 2020,December,2020
https://directory.goodonyou.eco/brand/finisterre,"activewear, tops, denim, dresses, knitwear, swimwear, plus-size, bags",Finisterre,Good,$$,United Kingdom,Worldwide,"Finisterre is a pioneering, sustainable outdoor brand, built to inspire a love of the sea and anchored in exceptional product.",5,3,4,"Finisterre's environment rating is 'great'. It uses a high proportion of eco-friendly materials including Global Organic Textile Standard (GOTS) cotton. It uses plastic-free packaging. It reuses most of its offcuts to minimise textile waste. Its use of eco-friendly materials limits the amount of chemicals, water and wastewater used in production.  Its labour rating is 'it's a start'. It has a Code of Conduct that covers all of the ILO Four Fundamental Freedoms principles. It sources its final stage of production from countries with extreme risk of labour abuse. There is no evidence it ensures payment of a living wage in its supply chain. It traces most of its supply chain. It audits or visits some of its suppliers including most of the final stage of production.  Its animal rating is 'good'. It does not use fur, leather, down, exotic animal skin, exotic animal hair or angora. It states that it sources wool from non-mulesed sheep.  Finisterre is rated 'Good' overall.",September 2020,September,2020
https://directory.goodonyou.eco/brand/presca,activewear,Presca,Good,$$,United Kingdom,Worldwide,Presca is an activewear label that designs and manufactures high performance sportswear with sustainability in mind.,4,3,null,Presca's environment rating is 'good'. It uses a high proportion of eco-friendly materials including recycled materials. It uses renewable energy in its supply chain to reduce its climate impact. There is no evidence it minimises textile waste when manufacturing its products. Its use of eco-friendly materials limits the amount of chemicals and water used in production  Its labour rating is 'it's a start'. It states it has a Code of Conduct but does not publicly share it. There is no evidence it ensures payment of a living wage in its supply chain. It traces some of its supply chain. It audits some of the final stage of production.  >This brand makes products that are generally free of animal materials so it is not applicable to rate its impact on animals. We calculate the overall rating from environment and labour scores only. Presca is rated 'Good' overall.,February 2021,February,2021
https://directory.goodonyou.eco/brand/boob,"activewear, tops, dresses, swimwear, maternity, plus-size",Boob,Good,$$,Sweden,Worldwide,Boob is a Swedish maternity and nursing clothes brand that aims to support you throughout your entire motherhood journey.,5,3,4,"Boob's environment rating is 'great'. It uses a high proportion of eco-friendly materials including Global Organic Textile Standard (GOTS) cotton. It uses renewable energy in its supply chain to reduce its climate impact. Its use of eco-friendly materials limits the amount of chemicals, water and wastewater used in production.  Its labour rating is 'it's a start'. It states it has a Code of Conduct but does not publicly share it. It sources its final stage of production from countries with high risk of labour abuse. It traces most of its supply chain. It ensures payment of a living wage in some of its supply chain but does not specify what percentage.  Its animal rating is 'good'. It does not use fur, leather, down, exotic animal skin, exotic animal hair or angora. It states that it sources wool from non-mulesed sheep.  Boob is rated 'Good' based on information from our own research.",June 2020,June,2020
https://directory.goodonyou.eco/brand/houdini,"activewear, tops, knitwear, plus-size",Houdini,Good,$$,Sweden,Europe,"Houdini is a functional outdoor clothing label for men, women, and kids.",4,3,4,"Houdini's environment rating is 'good'. It uses a medium proportion of eco-friendly materials including recycled materials. It manufactures locally to reduce its carbon footprint. Its use of eco-friendly materials limits the amount of chemicals, water and wastewater used in production.  Its labour rating is 'it's a start'. Most of its final stage of production is undertaken in the European Union, a low/medium risk region for labour abuse. It traces most of its supply chain. It visits its suppliers regularly. There is no evidence it ensures payment of a living wage in its supply chain.  Its animal rating is 'good'. It does not use fur, leather, down, exotic animal skin, exotic animal hair or angora. It states that it sources wool from non-mulesed sheep.  Houdini is rated 'Good' overall.",February 2021,February,2021
https://directory.goodonyou.eco/brand/dk-active,"activewear, tops, knitwear, swimwear, maternity, plus-size",dk active,Good,$$,Australia,Worldwide,dk active is an Australian activewear brand that seeks to never make you compromise your ethics for style and performance again.,3,3,5,"dk active's environment rating is 'it's a start'. It uses some eco-friendly materials including organic cotton. It uses renewable energy in its supply chain to reduce its climate impact. There is no evidence it implements water reduction initiatives. It reuses all of its offcuts to minimise textile waste. Its labour rating is 'it's a start'. Its final stage of production is undertaken in Australia, a low risk country for labour abuse. There is no evidence it has a Code of Conduct. It traces most of its supply chain including all of the final and second stages of production. There is no evidence it ensures payment of a living wage in its supply chain. It visits its suppliers. Its animal rating is 'great'. It is listed by PETA as vegan. dk active is rated 'Good' overall.",August 2019,August,2019
https://directory.goodonyou.eco/brand/yuki-threads,"activewear, knitwear",Yuki Threads,Good,$$,Australia,Worldwide,Yuki Threads is a premium Australian snowboarding apparel brand,5,3,4,"Yuki Threads's environment rating is 'great'. Its fabrics are certified by Bluesign. It uses a high proportion of eco-friendly materials including recycled materials. Its use of eco-friendly materials reduces its climate impact and limits the amount of chemicals, water and wastewater used in production  Its labour rating is 'it's a start'. There is no evidence it has a Code of Conduct but it has a formal statement covering workers rights. It does not disclose where its final stage of production occurs. It ensures payment of a living wage in some of its supply chain but does not specify what percentage. It traces most of its supply chain.  Its animal rating is 'good'. It does not use fur, wool, down, exotic animal skin, exotic animal hair or angora. It uses leather.  Yuki Threads is rated 'Good' overall.",September 2020,September,2020
https://directory.goodonyou.eco/brand/naja,"activewear, tops, swimwear, shoes",Naja,Good,$$,United States,"Australia, United States, Canada",Naja makes beautifully designed lingerie and helps educate and employ women through their Underwear for Hope program.,3,4,null,"Naja's environment rating is 'it's a start'. It uses a medium proportion of eco-friendly materials including recycled materials. There is no evidence it minimises packaging. It reduces its water use by using waterless digital printing technology. Its use of eco-friendly materials limits the amount of chemicals, water and wastewater used in production. Its labour rating is 'good'. It provides jobs for workers from disadvantaged communities. It sources its final stage of production from countries with extreme risk of labour abuse. It traces some of its supply chain including all of the final stage of production. It ensures payment of a living wage in the final stage of production.  This brand makes products that are generally free of animal materials so it is not applicable to rate its impact on animals. We calculate the overall rating from environment and labour scores only. Naja is rated 'Good' based on information from our own research.",September 2019,September,2019
https://directory.goodonyou.eco/brand/hara,activewear,HARA,Good,$$,Australia,Worldwide,HARA is a clothing label designed for you and our earth collectively.,4,4,null,"HARA's environment rating is 'good'. It reuses most of its offcuts to minimise textile waste. It manufactures locally to reduce its carbon footprint. It uses low impact non-toxic dyes in all of its products. There is no evidence it minimises packaging. Its labour rating is 'good'. Its final stage of production is undertaken in Australia, a low risk country for labour rights. It traces all of its supply chain. It is unclear whether it ensures payment of a living wage in its supply chain. It visits its suppliers regularly.  This brand makes products that are generally free of animal materials so it is not applicable to rate its impact on animals. We calculate the overall rating from environment and labour scores only.  HARA is rated 'Good' overall.",September 2020,September,2020
https://directory.goodonyou.eco/brand/superstainable,activewear,Superstainable,Good,$$,Denmark,Worldwide,"Superstainable is an outdoor brand based in the outdoor capital of Denmark, made with the utmost respect for people and planet.",4,4,4,"Superstainable's environment rating is 'good'. It uses a high proportion of eco-friendly materials including Global Organic Textile Standard (GOTS) cotton. There is no evidence it minimises textile waste when manufacturing its products. Its use of eco-friendly materials limits the amount of chemicals, water and wastewater used in production.  Its labour rating is 'good'. It sources its final stage of production from countries with extreme risk of labour abuse. It traces most of its supply chain. There is no evidence it ensures payment of a living wage in its supply chain. It audits most of its supply chain including all of the final and second stages of production. Its animal rating is 'good'. It does not use fur, leather, down, exotic animal skin, exotic animal hair or angora. It states that it sources wool from non-mulesed sheep.  Superstainable is rated 'Good' overall.",April 2021,April,2021
https://directory.goodonyou.eco/brand/pansy,"activewear, tops, plus-size",Pansy,Good,$$,United States,Worldwide,Pansy is a California based basics brand that offers organic cotton underwear for all beautiful sizes.,4,3,null,"Pansy's environment rating is 'good'. It uses a high proportion of eco-friendly materials including organic cotton. There is no evidence it minimises textile waste. It manufactures locally to reduce its carbon footprint. It uses low impact non-toxic dyes in all of its products. Its use of eco-friendly materials limits the amount of chemicals, water and wastewater used in production. Its labour rating is 'it's a start'. Its final stage of production is undertaken in the USA, a medium risk country for labour abuse. There is no evidence it has a Code of Conduct. There is no evidence it ensures payment of a living wage in its supply chain. It traces all of its supply chain. It visits its suppliers regularly.  >This brand makes products that are generally free of animal materials so it is not applicable to rate its impact on animals. We calculate the overall rating from environment and labour scores only. Pansy is rated 'Good' overall.",September 2020,September,2020
https://directory.goodonyou.eco/brand/lamade-clothing,"activewear, tops, dresses, knitwear",LAmade Clothing,Good,$$,United States,Worldwide,"Born in Los Angeles in 2004, LAmade has and continues to be the embodiment of Southern California style.",3,5,4,"LAmade Clothing's environment rating is 'it's a start'. It uses a medium proportion of eco-friendly materials including Lenzing Modal. There is no evidence it minimises textile waste. It manufactures locally to reduce its carbon footprint. There is no evidence it minimises packaging.  Its labour rating is 'great'. Its final stage of production is undertaken in the USA, a medium risk country for labour abuse. It traces most of its supply chain. It ensures payment of a living wage in the final stage of production. It visits its suppliers regularly.  Its animal rating is 'good'. It does not use any animal products but it does not state that it's vegan.  LAmade Clothing is rated 'Good' overall.",December 2020,December,2020
https://directory.goodonyou.eco/brand/dazey-la,"activewear, tops, dresses, knitwear, swimwear",Dazey LA,Good,$$,United States,Worldwide,Dazey LA is an art apparel and accessories brand that features hand drawn designs inspired by '70s posters and vintage graphic art.,4,4,4,"Dazey LA's environment rating is 'good'. It uses a medium proportion of eco-friendly materials including organic cotton. It manufactures locally to reduce its carbon footprint. There is no evidence it implements water reduction initiatives. Its products are made to order to minimise textile waste.  Its labour rating is 'good'. Its final stage of production is undertaken in the USA, a medium risk country for labour abuse. There is no evidence it has a Code of Conduct but it does have a formal statement covering workers rights. It ensures payment of a living wage in the final stage of production. It traces some of its supply chain including all of the final stage of production.  Its animal rating is 'good'. It does not use any animal products but it does not state that it's vegan.  Dazey LA is rated 'Good' overall.",September 2020,September,2020
https://directory.goodonyou.eco/brand/caur,"activewear, tops, denim",caur,Good,$$,France,Europe,"Caur is a French brand that believes in taking care of yourself and the planet, designing sportswear with recycled, organic, and recyclable technical fabrics.",4,3,null,"caur's environment rating is 'good'. It uses a high proportion of eco-friendly materials including recycled materials. It manufactures locally to reduce its carbon footprint. There is no evidence it minimises textile waste when manufacturing its products. Its use of eco-friendly materials limits the amount of chemicals, water and wastewater used in production.  Its labour rating is 'it's a start'. Its final stage of production is undertaken in Portugal and Italy, medium risk countries for labour abuse . There is no evidence it has a Code of Conduct but it has a formal statement covering workers rights. There is no evidence it ensures payment of a living wage in its supply chain. It traces most of its supply chain.  This brand makes products that are generally free of animal materials so it is not applicable to rate its impact on animals. We calculate the overall rating from environment and labour scores only.  caur is rated 'Good' overall.",August 2020,August,2020
https://directory.goodonyou.eco/brand/adidas-by-stella-mccartney,"activewear, shoes",Adidas by Stella McCartney,Good,$$,Germany,Worldwide,Adidas by Stella McCartney uses eco-friendly materials and has good animal welfare policies.,4,3,4,"Adidas by Stella McCartney is owned by Adidas Group.  Its environmental rating is 'good'. It uses a high proportion of eco-friendly materials including recycled materials. It has set an absolute target to reduce greenhouse gas emissions generated from its own operations but it has not set a supply chain target. It has conducted research with industry bodies on the impact of microplastics. Its use of eco-friendly materials limits the amount of chemicals, water and wastewater used in production. Its labour rating is 'it's a start'. Some of its supply chain is certified by FLA Workplace Code of Conduct including all of the final stage of production. It received a score of 61-70% in the Fashion Transparency Index. It likely publishes detailed information about its supplier policies, audits and remediation processes. It publishes a detailed list of suppliers in the final stage of production, some information about the second and first stages of production and some information about the findings of supplier audits. It publishes some information about forced labour, gender equality or freedom of association. There is no evidence it ensures payment of a living wage in most of its supply chain. It discloses policies to protect suppliers and workers in its supply chain from the impacts of COVID-19. Its animal rating is 'good'. It has a general statement about minimising animal suffering but not a formal animal welfare policy. It does not use fur, leather, exotic animal skin, exotic animal hair or angora. It states that it sources wool from non-mulesed sheep. It traces some animal products to the first stage of production. Adidas by Stella McCartney is rated 'Good' overall.",October 2020,October,2020
https://directory.goodonyou.eco/brand/team-timbuktu,"activewear, tops, knitwear",Team Timbuktu,Good,$$,Australia,Worldwide,"Team Timbuktu curates high-performance waterproof raincoats and sweat-wicking activewear, made from recycled plastic bottles.",4,3,4,"Team Timbuktu's environment rating is 'good'. It uses a medium proportion of eco-friendly materials including recycled materials. It uses renewable energy in its supply chain to reduce its climate impact. There is no evidence it minimises textile waste when manufacturing its products. Its use of eco-friendly materials limits the amount of chemicals, water and wastewater used in production.  Its labour rating is 'it's a start'. There is no evidence it has a Code of Conduct but it has a formal statement covering workers rights. It sources its final stage of production from countries with extreme risk of labour abuse. There is no evidence it ensures payment of a living wage in its supply chain. It visits its suppliers regularly.  Its animal rating is 'good'. It does not use any animal products but it does not state that it's vegan.  Team Timbuktu is rated 'Good' overall.",September 2020,September,2020
https://directory.goodonyou.eco/brand/mandala,"activewear, tops",MANDALA,Good,$$,Germany,Worldwide,Mandala ethical fair & organic yogawear,4,4,null,"MANDALA's environment rating is 'good'. It uses a high proportion of eco-friendly materials including Global Organic Textile Standard (GOTS) cotton. There is no evidence it is taking specific steps to reduce energy use and greenhouse gas emissions. However its use of eco-friendly materials reduces its climate impact and limits the amount of chemicals, water and wastewater used in production.  Its labour rating is 'good'. Its factories are Global Organic Textile Standard (GOTS) certified. There is no evidence it has a Code of Conduct but it has a formal statement covering workers rights. It sources its final stage of production from countries with extreme risk of labour abuse. It is unclear whether it ensures payment of a living wage in its supply chain. It traces most of its supply chain. It audits most of its suppliers. This brand makes products that are generally free of animal materials so it is not applicable to rate its impact on animals. We calculate the overall rating from environment and labour scores only.  MANDALA is rated 'Good' overall.",September 2020,September,2020
https://directory.goodonyou.eco/brand/true-tribe,"activewear, swimwear, plus-size",True Tribe,Good,$$,France,Worldwide,True Tribe is a French activewear and swimwear designer that seeks to redefine the codes of conscious fashion.,4,3,null,"True Tribe's environment rating is 'good'. It uses a high proportion of eco-friendly materials including recycled materials. There is no evidence it is taking specific steps to reduce energy use and greenhouse gas emissions. However its use of eco-friendly materials reduces its climate impact and limits the amount of chemicals, water and wastewater used in production.  Its labour rating is 'it's a start'. There is no evidence it has a Code of Conduct but it has a formal statement covering workers rights. It sources its final stage of production from countries with extreme risk of labour abuse. There is no evidence it ensures payment of a living wage in its supply chain. It traces all of its supply chain.  This brand makes products that are generally free of animal materials so it is not applicable to rate its impact on animals. We calculate the overall rating from environment and labour scores only.  True Tribe is rated 'Good' overall.",March 2021,March,2021
https://directory.goodonyou.eco/brand/tala,"activewear, tops, dresses, knitwear",TALA,Good,$$,United Kingdom,Worldwide,TALA creates fresh and funky active and athleisure wear.,4,3,4,"TALA's environment rating is 'good'. It uses a high proportion of eco-friendly materials including upcycled materials. It uses recycled packaging. Its use of eco-friendly materials limits the amount of chemicals, water and wastewater used in production.  Its labour rating is 'it's a start'. Most of its final stage of production is undertaken in Portugal, a medium risk country for labour abuse. There is no evidence it has a Code of Conduct. It traces most of its supply chain including all of the final and second stages of production. There is no evidence it ensures payment of a living wage in its supply chain. It audits some of its suppliers including all of the final stage of production.  Its animal rating is 'good'. It does not use any animal products but it does not state that it's vegan.  TALA is rated 'Good' based on information from our own research.",November 2019,November,2019
https://directory.goodonyou.eco/brand/aeance,activewear,AEANCE,Good,$$$,Germany,Worldwide,"AEANCE offers a system of versatile functional clothing, built on the idea that less is better.",4,3,4,"AEANCE's environment rating is 'good'. It uses some eco-friendly materials including recycled materials. Its fabrics are certified by Bluesign.There is no evidence it minimises textile waste when manufacturing its products. It manufactures locally to reduce its carbon footprint.  Its labour rating is 'it's a start'. Its final stage of production is undertaken in Portugal, a medium risk country for labour abuse. There is no evidence it has a Code of Conduct. It traces most of its supply chain. There is no evidence it ensures payment of a living wage in its supply chain.  Its animal rating is 'good'. It does not use fur, leather, down, exotic animal skin, exotic animal hair or angora. It uses wool certified by the ZQ Merino label.  AEANCE is rated 'Good' overall.",March 2021,March,2021
